START
NAMES:,inconnie,inconnie,inconnie,inconnie,inconnie,inconnie,inconnie,inconnie,inconnie,inconnie,Bruce,XIE,NGIRABATWARE,Fani,
SCORES:,0,0,0,0,0,0,0,0,0,0,136,4,76,196,392
